STT;TenNgoaite;Ngoaite;TyGiaNgoaiTe-VND;Thang;Nam
67;GOURDE;HTG;163;1;2023
68;FORINT;HUF;63;1;2023
69;RUPIAH;IDR;2;1;2023
70;NEW ISRAELI SHEKEL;ILS;6737;1;2023
71;INDIAN RUPEE;INR;287;1;2023
72;IRAQI DINAR;IQD;16;1;2023
73;IRANIAN RIAL;IRR;1;1;2023
74;ICELAND KRONA;ISK;166;1;2023
75;JAMACAN DOLLAR;JMD;157;1;2023
76;JORDANIAN DINAR;JOD;33306;1;2023
77;YEN;JPY;174;1;2023
78;KENYAN SHILING;KES;192;1;2023
79;SOM;KGS;276;1;2023
80;COMORO FRANC;KMF;51;1;2023
81;NORTH KOREAN WON;KPW;182;1;2023
82;WON;KRW;18;1;2023
83;KUWAITI DINAR;KWD;76281;1;2023
84;CAYMAN ISLANDS DOLLAR;KYD;28490;1;2023
85;TENGE;KZT;51;1;2023
86;RIEL;KHR;6;1;2023
87;KIP;LAK;1;1;2023
88;LIBIAN POUND;LBP;16;1;2023
89;SRILANCA RUPEE;LKR;65;1;2023
90;LIBERIAN DOLLAR;LRD;154;1;2023
91;LOTI;LSL;1395;1;2023
92;LITHUANIAN LITAS;LTL;8297;1;2023
93;LUXEMBOURG FRANC;LUF;518;1;2023
94;LEBANESE DINAR;LYD;4906;1;2023
95;MOROCCAN DIRHAM;MAD;2261;1;2023
96;MOLDOVAN LEU;MDL;1242;1;2023
97;MALAGASY ARIARY;MGA;5;1;2023
98;DENAR;MKD;410;1;2023
99;KYAT;MMK;11;1;2023
100;TUGRIK;MNT;7;1;2023
101;PATACA;MOP;2947;1;2023
102;OUGUIYA;MRO;66;1;2023
103;MAURITUS RUPEE;MUR;539;1;2023
104;RUFIYAA;MVR;1534;1;2023
105;KWACHA;ZMK;23;1;2023
106;MAXICAN PESO;MXN;1214;1;2023
107;MEXUNIDAD DE INVERSIOR;MXV;1214;1;2023
108;MALAYSIAN RINGGIT;MYR;5338;1;2023
109;MOZAMBICAN METICAL;MZN;374;1;2023
110;NAMIBIA DOLLAR;NAD;1393;1;2023
111;CORDOBA ORO;NIO;656;1;2023
112;NORWEGIAN KRONE;NOK;2385;1;2023
113;NEPALESE RUPEE;NPR;179;1;2023
114;NEWZELAND DOLLAR;NZD;14940;1;2023
115;NAIRA;NGN;53;1;2023
116;RIAL OMANI;OMR;60633;1;2023
117;BALBOA;PAB;23647;1;2023
118;NUEVO SOL;PEN;6239;1;2023
119;KINA;PGK;6532;1;2023
120;PAKISTAN RUPEE;PKR;104;1;2023
121;ZLOTY;PLN;5314;1;2023
122;GUARANI;PYG;3;1;2023
123;PHILIPINE PESO;PHP;425;1;2023
124;QATARI RIAL;QAR;6496;1;2023
125;RÚP CHUYỂN NHƯỢNG;RCN;23647;1;2023
126;LEU;RON;5096;1;2023
127;RUSSIAN RUBLE (NEW);RUB;368;1;2023
128;RWANDA FRANC;RWF;22;1;2023
129;SAUDI RYAL;SAR;6289;1;2023
130;SOLOMON ISLANDS DOLLAR;SBD;2696;1;2023
131;SEYCHELLESS RUPEE;SCR;1705;1;2023
132;SUDANESE DINAR;SDD;118;1;2023
133;SDR;SDR;0;1;2023
134;SWEDISH KRONA;SEK;2272;1;2023
135;SINGAPORE DOLLAR;SGD;17423;1;2023
136;ST HELENA POUND;SHP;19543;1;2023
137;SLOVAKKORUNA;SKK;1097;1;2023
138;LEONE;SLL;1;1;2023
139;SOMA SHILING;SOS;42;1;2023
140;SURINAME DOLLAR;SRD;746;1;2023
141;DOBRA;STD;1;1;2023
142;EL SALVADOR COLON;SVC;2703;1;2023
143;SYRIAN POUND;SYP;9;1;2023
144;LILANGENI;SZL;1394;1;2023
145;TAJIK RUBLE;TJR;10;1;2023
146;MANAT;TMM;2;1;2023
147;TUNISIAN DINAR;TND;7628;1;2023
148;PAANGA;TOP;9691;1;2023
149;TRINIDAD &TOBACO DOLLAR;TTD;3493;1;2023
150;NEW TAIWAN DOLLAR;TWD;771;1;2023
151;TANZANIAN SHILLING;TZS;10;1;2023
152;BAHT;THB;676;1;2023
153;NEW TURKISH LIRA;TRY;1269;1;2023
154;HRYVNIA;UAH;640;1;2023
155;UGANDA SHILING;UGX;6;1;2023
156;RUP XO VIET;USR;320;1;2023
157;PESO URUGUAYO;UYU;592;1;2023
158;UZBEKISTAN SUM;UZS;2;1;2023
159;BOLIVAR;VEF;0;1;2023
160;VATU;VUV;197;1;2023
161;TALA;WST;8537;1;2023
162;CFA FRANC BEAC;XAF;38;1;2023
163;EAST CARIBEAN DOLLAR;XCD;8758;1;2023
164;CFA FRANC BEAC;XAF;38;1;2023
165;CFP FRANC;XPF;212;1;2023
166;YEMENI RIAL;YER;95;1;2023
167;RAND;ZAR;1393;1;2023
168;KWACHA;ZMK;23;1;2023
;ĐÔLA Mỹ ;USD;23647;1;2023
1;UAE DIRHAM;AED;6448;12;2022
2;AFGHAN AFGHANI;AFN;268;12;2022
3;LEK;ALL;212;12;2022
4;ARMENIAN DRAM;AMD;60;12;2022
5;NETHANTILLIAN GUILDER;ANG;13304;12;2022
6;ANGOLAN KWANZA;AOA;47;12;2022
7;KWANZA REAJUSTADO;AOR;47;12;2022
8;ARGENTINE PESO;ARS;142;12;2022
9;AUSTRALIAN DOLLAR;AUD;15547;12;2022
10;ARUBAN GUILDER;AWG;13304;12;2022
11;AZERBAIJANIAN MANAT;AZN;13930;12;2022
12;CONVERTIBLE MARKS;BAM;12530;12;2022
13;BARBADOS DOLLAR;BBD;11841;12;2022
14;TAKA;BDT;234;12;2022
15;LEV;BGN;12530;12;2022
16;BAHARAINI DINAR;BHD;62318;12;2022
17;BURUNDI FRANC;BIF;12;12;2022
18;BERMUDIAN DOLLAR;BMD;23681;12;2022
19;BRUNEI DOLLAR;BND;17285;12;2022
20;BOLIVIANO;BOB;3457;12;2022
21;MVDOL;BOV;3457;12;2022
22;BRAZILIAN REAL;BRL;4514;12;2022
23;BAHAMIAN DOLLAR;BSD;23681;12;2022
24;NGULTRUM;BTN;290;12;2022
25;PULA;BWP;1840;12;2022
26;BELARUSIAN RUBLE;BYB;1;12;2022
27;BELIZE DOLLAR;BZD;11900;12;2022
28;CANADIAN DOLLAR;CAD;17626;12;2022
29;FRANC CONGOLAIS;CDF;12;12;2022
30;UNIDADES DE FOMENTO;CLF;26;12;2022
31;CHILEAN PESO;CLP;26;12;2022
32;YAN RENMINBI;CNY;3293;12;2022
33;COLOMBIAN PESO;COP;5;12;2022
34;COSTA RICAN COLON;CRC;40;12;2022
35;CZECH KORUNA;CZK;1007;12;2022
36;CUBAN PESO;CUP;987;12;2022
37;CAPE VERDE ESCUDO;CVE;222;12;2022
38;CZECH KORUNA;CZK;1007;12;2022
39;SWISS FRANC;CHF;24380;12;2022
40;EAST GERMAN MARK;DDM;10667;12;2022
41;DEUTSCH MARK;DEM;10667;12;2022
42;DJIBOUTI FRANC;DJF;133;12;2022
43;DANISH KRONE;DKK;3229;12;2022
44;DOMINICAN PESO;DOP;436;12;2022
45;ALGERIAN DINAR;DZD;172;12;2022
46;SUCRE;ECS;1;12;2022
47;UNIDAD DE VALOR CONSTANTE (UVC);ECV;1;12;2022
48;EGYPTIAN POUND;EGP;967;12;2022
49;NAKFA;ERN;1579;12;2022
50;ETHIOPIAN BIRR;ETB;447;12;2022
51;EURO;EUR;24013;12;2022
52;FIJI DOLLAR;FJD;10525;12;2022
53;FALKLAND ISLANDS POUND;FKP;19734;12;2022
54;FRENCH FRANC;FRF;3187;12;2022
55;POUND STERLING;GBP;27609;12;2022
56;LARI;GEL;8803;12;2022
57;CEDI;GHC;3;12;2022
58;DALASI;GMD;383;12;2022
59;GUINEA FRANC;GNF;3;12;2022
60;QUETZAL;GTQ;3028;12;2022
61;GUINEA BISSAU PESO;GWP;0;12;2022
62;GUYANA DOLLAR;GYD;114;12;2022
63;GIBRALTAR POUND;GIP;19734;12;2022
64;HONGKONG DOLLAR;HKD;3022;12;2022
65;LEMPIRA;HNL;963;12;2022
66;KUNA;HRK;3253;12;2022
67;GOURDE;HTG;170;12;2022
68;FORINT;HUF;60;12;2022
69;RUPIAH;IDR;2;12;2022
70;NEW ISRAELI SHEKEL;ILS;6884;12;2022
71;INDIAN RUPEE;INR;289;12;2022
72;IRAQI DINAR;IQD;16;12;2022
73;IRANIAN RIAL;IRR;1;12;2022
74;ICELAND KRONA;ISK;167;12;2022
75;JAMACAN DOLLAR;JMD;155;12;2022
76;JORDANIAN DINAR;JOD;33354;12;2022
77;YEN;JPY;165;12;2022
78;KENYAN SHILING;KES;194;12;2022
79;SOM;KGS;280;12;2022
80;COMORO FRANC;KMF;50;12;2022
81;NORTH KOREAN WON;KPW;182;12;2022
82;WON;KRW;17;12;2022
83;KUWAITI DINAR;KWD;76390;12;2022
84;CAYMAN ISLANDS DOLLAR;KYD;28531;12;2022
85;TENGE;KZT;51;12;2022
86;RIEL;KHR;6;12;2022
87;KIP;LAK;1;12;2022
88;LIBIAN POUND;LBP;16;12;2022
89;SRILANCA RUPEE;LKR;65;12;2022
90;LIBERIAN DOLLAR;LRD;155;12;2022
91;LOTI;LSL;1399;12;2022
92;LITHUANIAN LITAS;LTL;8309;12;2022
93;LUXEMBOURG FRANC;LUF;518;12;2022
94;LEBANESE DINAR;LYD;4853;12;2022
95;MOROCCAN DIRHAM;MAD;2211;12;2022
96;MOLDOVAN LEU;MDL;1227;12;2022
97;MALAGASY ARIARY;MGA;5;12;2022
98;DENAR;MKD;399;12;2022
99;KYAT;MMK;11;12;2022
100;TUGRIK;MNT;7;12;2022
101;PATACA;MOP;2935;12;2022
102;OUGUIYA;MRO;67;12;2022
103;MAURITUS RUPEE;MUR;544;12;2022
104;RUFIYAA;MVR;1536;12;2022
105;KWACHA;ZMK;23;12;2022
106;MAXICAN PESO;MXN;1233;12;2022
107;MEXUNIDAD DE INVERSIOR;MXV;1233;12;2022
108;MALAYSIAN RINGGIT;MYR;5103;12;2022
109;MOZAMBICAN METICAL;MZN;374;12;2022
110;NAMIBIA DOLLAR;NAD;1399;12;2022
111;CORDOBA ORO;NIO;657;12;2022
112;NORWEGIAN KRONE;NOK;2326;12;2022
113;NEPALESE RUPEE;NPR;181;12;2022
114;NEWZELAND DOLLAR;NZD;14218;12;2022
115;NAIRA;NGN;53;12;2022
116;RIAL OMANI;OMR;62318;12;2022
117;BALBOA;PAB;23681;12;2022
118;NUEVO SOL;PEN;6183;12;2022
119;KINA;PGK;6524;12;2022
120;PAKISTAN RUPEE;PKR;106;12;2022
121;ZLOTY;PLN;5095;12;2022
122;GUARANI;PYG;3;12;2022
123;PHILIPINE PESO;PHP;419;12;2022
124;QATARI RIAL;QAR;6506;12;2022
125;RÚP CHUYỂN NHƯỢNG;RCN;23681;12;2022
126;LEU;RON;4985;12;2022
127;RUSSIAN RUBLE (NEW);RUB;388;12;2022
128;RWANDA FRANC;RWF;22;12;2022
129;SAUDI RYAL;SAR;6298;12;2022
130;SOLOMON ISLANDS DOLLAR;SBD;2829;12;2022
131;SEYCHELLESS RUPEE;SCR;1726;12;2022
132;SUDANESE DINAR;SDD;118;12;2022
133;SDR;SDR;0;12;2022
134;SWEDISH KRONA;SEK;2207;12;2022
135;SINGAPORE DOLLAR;SGD;17006;12;2022
136;ST HELENA POUND;SHP;19571;12;2022
137;SLOVAKKORUNA;SKK;1099;12;2022
138;LEONE;SLL;1;12;2022
139;SOMA SHILING;SOS;42;12;2022
140;SURINAME DOLLAR;SRD;765;12;2022
141;DOBRA;STD;1;12;2022
142;EL SALVADOR COLON;SVC;2706;12;2022
143;SYRIAN POUND;SYP;9;12;2022
144;LILANGENI;SZL;1399;12;2022
145;TAJIK RUBLE;TJR;10;12;2022
146;MANAT;TMM;2;12;2022
147;TUNISIAN DINAR;TND;7242;12;2022
148;PAANGA;TOP;9705;12;2022
149;TRINIDAD &TOBACO DOLLAR;TTD;3519;12;2022
150;NEW TAIWAN DOLLAR;TWD;749;12;2022
151;TANZANIAN SHILLING;TZS;10;12;2022
152;BAHT;THB;645;12;2022
153;NEW TURKISH LIRA;TRY;1273;12;2022
154;HRYVNIA;UAH;641;12;2022
155;UGANDA SHILING;UGX;6;12;2022
156;RUP XO VIET;USR;389;12;2022
157;PESO URUGUAYO;UYU;599;12;2022
158;UZBEKISTAN SUM;UZS;2;12;2022
159;BOLIVAR;VEF;0;12;2022
160;VATU;VUV;198;12;2022
161;TALA;WST;8458;12;2022
162;CFA FRANC BEAC;XAF;37;12;2022
163;EAST CARIBEAN DOLLAR;XCD;8771;12;2022
164;CFA FRANC BEAC;XAF;37;12;2022
165;CFP FRANC;XPF;206;12;2022
166;YEMENI RIAL;YER;95;12;2022
167;RAND;ZAR;1399;12;2022
168;KWACHA;ZMK;23;12;2022
;ĐÔLA Mỹ ;USD;23681;12;2022
1;UAE DIRHAM;AED;6403;11;2022
2;AFGHAN AFGHANI;AFN;268;11;2022
3;LEK;ALL;199;11;2022
4;ARMENIAN DRAM;AMD;60;11;2022
5;NETHANTILLIAN GUILDER;ANG;13235;11;2022
6;ANGOLAN KWANZA;AOA;50;11;2022
7;KWANZA REAJUSTADO;AOR;50;11;2022
8;ARGENTINE PESO;ARS;151;11;2022
9;AUSTRALIAN DOLLAR;AUD;14979;11;2022
10;ARUBAN GUILDER;AWG;13235;11;2022
11;AZERBAIJANIAN MANAT;AZN;13940;11;2022
12;CONVERTIBLE MARKS;BAM;12020;11;2022
13;BARBADOS DOLLAR;BBD;11780;11;2022
14;TAKA;BDT;232;11;2022
15;LEV;BGN;12020;11;2022
16;BAHARAINI DINAR;BHD;61997;11;2022
17;BURUNDI FRANC;BIF;12;11;2022
18;BERMUDIAN DOLLAR;BMD;23559;11;2022
19;BRUNEI DOLLAR;BND;16709;11;2022
20;BOLIVIANO;BOB;3434;11;2022
21;MVDOL;BOV;3434;11;2022
22;BRAZILIAN REAL;BRL;4462;11;2022
23;BAHAMIAN DOLLAR;BSD;23559;11;2022
24;NGULTRUM;BTN;286;11;2022
25;PULA;BWP;1756;11;2022
26;BELARUSIAN RUBLE;BYB;1;11;2022
27;BELIZE DOLLAR;BZD;11839;11;2022
28;CANADIAN DOLLAR;CAD;17180;11;2022
29;FRANC CONGOLAIS;CDF;12;11;2022
30;UNIDADES DE FOMENTO;CLF;25;11;2022
31;CHILEAN PESO;CLP;25;11;2022
32;YAN RENMINBI;CNY;3271;11;2022
33;COLOMBIAN PESO;COP;5;11;2022
34;COSTA RICAN COLON;CRC;38;11;2022
35;CZECH KORUNA;CZK;957;11;2022
36;CUBAN PESO;CUP;982;11;2022
37;CAPE VERDE ESCUDO;CVE;213;11;2022
38;CZECH KORUNA;CZK;957;11;2022
39;SWISS FRANC;CHF;23707;11;2022
40;EAST GERMAN MARK;DDM;10612;11;2022
41;DEUTSCH MARK;DEM;10612;11;2022
42;DJIBOUTI FRANC;DJF;133;11;2022
43;DANISH KRONE;DKK;3102;11;2022
44;DOMINICAN PESO;DOP;437;11;2022
45;ALGERIAN DINAR;DZD;168;11;2022
46;SUCRE;ECS;1;11;2022
47;UNIDAD DE VALOR CONSTANTE (UVC);ECV;1;11;2022
48;EGYPTIAN POUND;EGP;990;11;2022
49;NAKFA;ERN;1571;11;2022
50;ETHIOPIAN BIRR;ETB;446;11;2022
51;EURO;EUR;23064;11;2022
52;FIJI DOLLAR;FJD;10068;11;2022
53;FALKLAND ISLANDS POUND;FKP;20486;11;2022
54;FRENCH FRANC;FRF;3171;11;2022
55;POUND STERLING;GBP;26301;11;2022
56;LARI;GEL;8567;11;2022
57;CEDI;GHC;3;11;2022
58;DALASI;GMD;391;11;2022
59;GUINEA FRANC;GNF;3;11;2022
60;QUETZAL;GTQ;3013;11;2022
61;GUINEA BISSAU PESO;GWP;0;11;2022
62;GUYANA DOLLAR;GYD;113;11;2022
63;GIBRALTAR POUND;GIP;20486;11;2022
64;HONGKONG DOLLAR;HKD;2996;11;2022
65;LEMPIRA;HNL;956;11;2022
66;KUNA;HRK;3120;11;2022
67;GOURDE;HTG;188;11;2022
68;FORINT;HUF;57;11;2022
69;RUPIAH;DDR;2;11;2022
70;NEW ISRAELI SHEKEL;ELS;6674;11;2022
71;INDIAN RUPEE;INR;286;11;2022
72;IRAQI DINAR;IQD;16;11;2022
73;IRANIAN RIAL;IRR;1;11;2022
74;ICELAND KRONA;ISK;164;11;2022
75;JAMACAN DOLLAR;JMD;155;11;2022
76;JORDANIAN DINAR;JOD;33182;11;2022
77;YEN;JPY;161;11;2022
78;KENYAN SHILING;KES;194;11;2022
79;SOM;KGS;283;11;2022
80;COMORO FRANC;KMF;48;11;2022
81;NORTH KOREAN WON;KPW;181;11;2022
82;WON;KRW;16;11;2022
83;KUWAITI DINAR;KWD;75997;11;2022
84;CAYMAN ISLANDS DOLLAR;KYD;28384;11;2022
85;TENGE;KZT;50;11;2022
86;RIEL;KHR;6;11;2022
87;KIP;LAK;1;11;2022
88;LIB IAN POUND;LBP;16;11;2022
89;SRILANCA RUPEE;LKR;65;11;2022
90;LIBERIAN DOLLAR;LRD;155;11;2022
91;LOTI;LSL;1296;11;2022
92;LITHUANIAN LITAS;LTL;8266;11;2022
93;LUXEMBOURG FRANC;LUF;516;11;2022
94;LEBANESE DINAR;LYD;4750;11;2022
95;MOROCCAN DIRHAM;MAD;2161;11;2022
96;MOLDOVAN LEU;MDL;1226;11;2022
97;MALAGASY ARIARY;MGA;6;11;2022
98;DENAR;MKD;382;11;2022
99;KYAT;MMK;11;11;2022
100;TUGRIK;MNT;7;11;2022
101;PATACA;MOP;2910;11;2022
102;OUGUIYA;MRO;66;11;2022
103;MAURITUS RUPEE;MUR;532;11;2022
104;RUFIYAA;MVR;1528;11;2022
105;KWACHA;ZMK;23;11;2022
106;MAXICAN PESO;MXN;1188;11;2022
107;MEXUNIDAD DE INVERSIOR;MXV;1188;11;2022
108;MALAYSIAN RINGGIT;MYR;5031;11;2022
109;MOZAMBICAN METICAL;MZN;373;11;2022
110;NAMIBIA DOLLAR;NAD;1295;11;2022
111;CORDOBA ORO;NIO;655;11;2022
112;NORWEGIAN KRONE;NOK;2215;11;2022
113;NEPALESE RUPEE;NPR;179;11;2022
114;NEWZELAND DOLLAR;NZD;13347;11;2022
115;NAIRA;NGN;54;11;2022
116;RIAL OMANI;OMR;60408;11;2022
117;BALBOA;PAB;23559;11;2022
118;NUEVO SOL;PEN;5949;11;2022
119;KINA;PGK;6508;11;2022
120;PAKISTAN RUPEE;PKR;107;11;2022
121;ZLOTY;PLN;4799;11;2022
122;GUARANI;PYG;3;11;2022
123;PHILIP INE PESO;PHP;406;11;2022
124;QATARI RIAL;QAR;6402;11;2022
125;RUP CHUYỂN NHƯỢNG;RCN;23559;11;2022
126;LEU;RON;4769;11;2022
127;RUSSIAN RUBLE (NEW);RUB;386;11;2022
128;RWANDA FRANC;RWF;22;11;2022
129;SAUDI RYAL;SAR;6266;11;2022
130;BSOLOMON ISLANDS DOLLAR;SBD;2811;11;2022
131;SEYCHELLESS RUPEE;SCR;1676;11;2022
132;SUDANESE DINAR;SDD;118;11;2022
133;SDR;SDR;0;11;2022
134;SWEDISH KRONA;SEK;2112;11;2022
135;SINGAPORE DOLLAR;SGD;16464;11;2022
136;ST HELENA POUND;SHP;19633;11;2022
137;SLOVAKKORUNA;SKK;1093;11;2022
138;LEONE;SLL;1;11;2022
139;SOMA SHILING;SOS;42;11;2022
140;SURINAME DOLLAR;SRD;814;11;2022
141;DOBRA;STD;1;11;2022
142;EL SALVADOR COLON;SVC;2692;11;2022
143;SYRIAN POUND;SYP;9;11;2022
144;LILANGENI;SZL;1296;11;2022
145;TAJIK RUBLE;TJR;10;11;2022
146;MANAT;TMM;2;11;2022
147;TUNISIAN DINAR;TND;7339;11;2022
148;PAANGA;TOP;9461;11;2022
149;TRINIDAD &TOBACO DOLLAR;TTD;3495;11;2022
150;NEW TAIWAN DOLLAR;TWD;738;11;2022
151;TANZANIAN SHILLING;TZS;10;11;2022
152;BAHT;THB;620;11;2022
153;NEW TURKISH LIRA;TRY;1267;11;2022
154;HRYVNIA;UAH;645;11;2022
155;UGANDA SIBLING;UGX;6;11;2022
156;RUP XO VIET;USR;383;11;2022
157;PESO URUGUAYO;UYU;578;11;2022
158;UZBEKISTAN SUM;UZS;2;11;2022
159;BOLIVAR;VEF;0;11;2022
160;VATU;VUV;194;11;2022
161;TALA;WST;8237;11;2022
162;CFA FRANC BEAC;XAF;36;11;2022
163;EAST CARIBEAN DOLLAR;XCD;8726;11;2022
164;CFA FRANC BEAC;XAF;36;11;2022
165;CFP FRANC;XPF;197;11;2022
166;YEMENI RIAL;YER;94;11;2022
167;RAND;ZAR;1295;11;2022
168;KWACHA;ZMK;23;11;2022
;ĐÔLA Mỹ ;USD;23559;11;2022
1;UAE DIRHAM;AED;6333;10;2022
2;AFGHAN AFGHANI;AFN;264;10;2022
3;LEK;ALL;196;10;2022
4;ARMENIAN DRAM;AMD;58;10;2022
5;NETH ANTILLIAN GUILDER;ANG;13081;10;2022
6;ANGOLAN KWANZA;AOA;55;10;2022
7;KWANZA REAJUSTADO;AOR;55;10;2022
8;ARGENTINE PESO;ARS;158;10;2022
9;AUSTRALIAN DOLLAR;AUD;15695;10;2022
10;ARUBAN GUILDER;AWG;13081;10;2022
11;AZERBAIJANIAN MANAT;AZN;13778;10;2022
12;CONVERTIBLE MARKS;BAM;11643;10;2022
13;BARBADOS DOLLAR;BBD;11643;10;2022
14;TAKA;BDT;230;10;2022
15;LEV;BGN;11643;10;2022
16;BAHARAINI DINAR;BHD;61276;10;2022
17;BURUNDI FRANC;BIF;11;10;2022
18;BERMUDIAN DOLLAR;BMD;23285;10;2022
19;BRUNEI DOLLAR;BND;16283;10;2022
20;BOLIVIANO;BOB;3394;10;2022
21;MVDOL;BOV;3394;10;2022
22;BRAZILIAN REAL;BRL;4490;10;2022
23;BAHAMIAN DOLLAR;BSD;23285;10;2022
24;NGULTRUM;BTN;285;10;2022
25;PULA;BWP;1724;10;2022
26;BELARUSIAN RUBLE;BYB;1;10;2022
27;BELIZE DOLLAR;BZD;11701;10;2022
28;CANADIAN DOLLAR;CAD;17604;10;2022
29;FRANC CONGOLAIS;CDF;12;10;2022
30;UNIDADES DE FOMENTO;CLF;24;10;2022
31;CHILEAN PESO;CLP;24;10;2022
32;YAN RENMINBI;CNY;3336;10;2022
33;COLOMBIAN PESO;COP;5;10;2022
34;COSTA RICAN COLON;CRC;37;10;2022
35;CZECH KORUNA;CZK;931;10;2022
36;CUBAN PESO;CUP;970;10;2022
37;CAPE VERDE ESCUDO;CVE;207;10;2022
38;CZECH KORUNA;CZK;931;10;2022
39;SWISS FRANC;CHF;23936;10;2022
40;EAST GERMAN MARK;DDM;10489;10;2022
41;DEUTSCH MARK;DEM;10489;10;2022
42;DJIBOUTI FRANC;DJF;131;10;2022
43;DANISH KRONE;DKK;3113;10;2022
44;DOMINICAN PESO;DOP;440;10;2022
45;ALGERIAN DINAR;DZD;167;10;2022
46;SUCRE;ECS;1;10;2022
47;UNIDAD DE VALOR CONSTANTE(UVC);ECV;1;10;2022
48;EGYPTIAN POUND;EGP;1195;10;2022
49;NAKFA;ERN;1552;10;2022
50;ETHIOPIAN BIRR;ETB;443;10;2022
51;EURO;EUR;23148;10;2022
52;FIJI DOLLAR;FJD;9994;10;2022
53;FALKLAND ISLANDS POUND;FKP;21168;10;2022
54;FRENCH FRANC;FRF;3134;10;2022
55;POUND STERLING;GBP;26713;10;2022
56;LARI;GEL;8286;10;2022
57;CEDI;GHC;3;10;2022
58;DALASI;GMD;408;10;2022
59;GUINEA FRANC;GNF;3;10;2022
60;QUETZAL;GTQ;2962;10;2022
61;GUINEA BISSAU PESO;GWP;0;10;2022
62;GUYANA DOLLAR;GYD;112;10;2022
63;GIBRALTAR POUND;GIP;21168;10;2022
64;HONGKONG DOLLAR;HKD;2964;10;2022
65;LEMPIRA;HNL;947;10;2022
66;KUNA;HRK;3032;10;2022
67;GOURDE;HTG;199;10;2022
68;FORINT;HUE;54;10;2022
69;RUPIAH;IDR;2;10;2022
70;NEW ISRAELI SHEKEL;ILS;6559;10;2022
71;INDIAN RUPEE;INR;292;10;2022
72;IRAQI DINAR;IQD;16;10;2022
73;IRANIAN RIAL;IRR;1;10;2022
74;ICELAND KRONA;ISK;163;10;2022
75;JAMACAN DOLLAR;JMD;156;10;2022
76;JORDANIAN DINAR;JOD;32796;10;2022
77;YEN;JPY;163;10;2022
78;KENYAN SIBLING;KES;193;10;2022
79;SOM;KGS;290;10;2022
80;COMORO FRANC;KMF;46;10;2022
81;NORTH KOREAN WON;KPW;179;10;2022
82;WON;KRW;17;10;2022
83;KUWAITI DINAR;KWD;75113;10;2022
84;CAYMAN ISLANDS DOLLAR;KYD;28054;10;2022
85;TENGE;KZT;49;10;2022
86;RIEL;KHR;6;10;2022
87;KIP;LAK;1;10;2022
88;LIBIAN POUND;LBP;15;10;2022
89;SRILANCA RUPEE;LKR;66;10;2022
90;LIBERIAN DOLLAR;LRD;153;10;2022
91;LOTI;LSL;1293;10;2022
92;LITHUANIAN LITAS;LTL;8170;10;2022
93;LUXEMBOURG FRANC;LUF;510;10;2022
94;LEBANESE DINAR;LYD;4620;10;2022
95;MOROCCAN DIRHAM;MAD;2119;10;2022
96;MOLDOVAN LEU;MDL;1199;10;2022
97;MALAGASY ARIARY;MGA;6;10;2022
98;DENAR;MKD;369;10;2022
99;KYAT;MMK;11;10;2022
100;TUGRIK;MNT;7;10;2022
101;PATACA;MOP;2877;10;2022
102;OUGUIYA;MRO;65;10;2022
103;MAURITUS RUPEE;MUR;517;10;2022
104;RUFIYAA;MVR;1510;10;2022
105;KWACHA;ZMK;23;10;2022
106;MAXICAN PESO;MXN;1154;10;2022
107;MEXUNIDAD DE INVERSIOR;MXV;1154;10;2022
108;MALAYSIAN RINGGIT;MYR;5149;10;2022
109;MOZAMBICAN METICAL;MZN;368;10;2022
110;NAMIBIA DOLLAR;NAD;1296;10;2022
111;CORDOBA ORO;NIO;648;10;2022
112;NORWEGIAN KRONE;NOK;2305;10;2022
113;NEPALESE RUPEE;NPR;178;10;2022
114;NEWZELAND DOLLAR;NZD;13959;10;2022
115;NAIRA;NGN;54;10;2022
116;RIAL OMANI;OMR;61276;10;2022
117;BALBOA;PAB;23285;10;2022
118;NUEVO SOL;PEN;5880;10;2022
119;KINA;PGK;6432;10;2022
120;PAKISTAN RUPEE;PKR;102;10;2022
121;ZLOTY;PLN;4897;10;2022
122;GUARANI;PYG;3;10;2022
123;PHILIPINE PESO;PHP;397;10;2022
124;QATARI RIAL;QAR;6397;10;2022
125;RUP CHUYỂN NHƯỢNG;RCN;23285;10;2022
126;LEU;RON;4611;10;2022
127;RUSSIAN RUBLE (NEW);RUB;386;10;2022
128;RWANDA FRANC;RWF;22;10;2022
129;SAUDI RYAL;SAR;6193;10;2022
130;SOLOMON ISLANDS DOLLAR;SBD;2792;10;2022
131;SEYCHELLESS RUPEE;SCR;1775;10;2022
132;SUDANESE DINAR;SDD;116;10;2022
133;SDR;SDR;0;10;2022
134;SWEDISH KRONA;SEK;2157;10;2022
135;SINGAPORE DOLLAR;SGD;16540;10;2022
136;ST HELENA POUND;SHP;19086;10;2022
137;SLOVAKKORUNA;SKK;1081;10;2022
138;LEONE;SLL;2;10;2022
139;SOMA SIBLING;SOS;41;10;2022
140;SURINAME DOLLAR;SRD;831;10;2022
141;DOBRA;STD;1;10;2022
142;EL SALVADOR COLON;SVC;2661;10;2022
143;SYRIAN POUND;SYP;9;10;2022
144;LILANGENI;SZL;1293;10;2022
145;TAJIK RUBLE;TJR;10;10;2022
146;MANAT;TMM;2;10;2022
147;TUNISIAN DINAR;END;7187;10;2022
148;PAANGA;TOP;9351;10;2022
